Time,S0Read,S0Write,S1Read,S1Write
01:15:40,2950.67,2493.60,86.39,84.62
01:15:42,3162.80,2477.46,90.66,89.37
01:15:44,2959.49,2524.60,87.43,84.71
01:15:46,2924.99,2498.79,83.67,80.91
01:15:48,2933.77,2502.58,83.55,79.50
01:15:50,2903.70,2473.06,84.69,81.90
01:15:52,2964.27,2526.37,83.97,81.69
01:15:54,2964.45,2514.34,90.49,84.74
01:15:56,2849.53,2453.99,85.56,83.93
01:15:58,2970.22,2529.79,86.51,82.55
01:16:00,2907.83,2488.78,85.82,81.77
01:16:02,2907.42,2483.42,86.39,83.50
01:16:04,2929.19,2491.78,83.53,80.94
01:16:06,2972.53,2541.96,97.86,101.02
01:16:08,3589.75,2575.64,119.71,128.09
01:16:10,2868.62,2472.04,106.16,101.42
01:16:12,2997.95,2557.16,99.07,100.28
01:16:14,3607.59,2546.13,117.82,127.32
01:16:16,2962.95,2515.66,96.15,99.62
01:16:18,2971.14,2535.17,99.08,100.68
01:16:20,2964.18,2535.27,99.39,100.64
01:16:22,2938.38,2522.76,102.21,103.11
01:16:24,2894.45,2490.30,98.88,100.72
01:16:26,2984.93,2553.94,97.18,99.88
01:16:28,2953.60,2523.73,98.21,99.98
01:16:30,2916.24,2499.85,97.94,101.22
01:16:32,2969.30,2533.78,96.09,98.56
01:16:34,2924.61,2511.32,99.70,102.23
01:16:36,2969.61,2533.52,96.25,98.89
01:16:38,2921.02,2509.94,96.33,99.34
01:16:40,3236.75,2548.48,100.06,104.49
01:16:42,2971.45,2481.27,78.17,73.75
01:16:44,2878.28,2456.27,82.10,79.10
01:16:46,3312.64,2542.43,87.37,87.15
01:16:48,2924.53,2500.28,94.75,95.66
01:16:50,2912.93,2491.19,90.06,88.82
01:16:52,2928.91,2496.82,84.82,80.99
01:16:54,2962.60,2516.03,89.23,84.99
01:16:56,2937.79,2500.81,84.16,82.28
01:16:58,2885.75,2463.72,86.32,83.34
01:17:00,2975.75,2532.88,86.96,83.40
01:17:02,2915.50,2490.88,86.52,83.76
01:17:04,2921.15,2498.03,91.26,92.12
01:17:06,2970.65,2533.12,95.53,98.68
01:17:08,2933.93,2524.26,97.36,100.27
01:17:10,2973.96,2533.90,104.92,102.02
01:17:12,3242.54,2518.54,102.92,107.15
01:17:14,2997.46,2552.21,97.73,99.74
01:17:16,2960.80,2524.27,97.02,98.10
01:17:18,3250.07,2512.90,108.16,109.94
01:17:20,2991.14,2553.36,97.83,100.72
01:17:22,2930.71,2506.52,101.37,97.38
01:17:24,2941.52,2507.84,89.90,87.29
01:17:26,2931.24,2492.06,82.97,80.87
01:17:28,2959.21,2521.09,84.94,79.74
01:17:30,2946.37,2510.22,89.16,84.99
01:17:32,2863.29,2459.34,88.89,87.71
01:17:34,2983.85,2550.95,98.09,100.74
